"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"Nevada"	"32"	"Female"	"F"	"Undetermined "	"4"	"Struck by or against"	"GRINJ-016"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Undetermined "	"4"	"Suffocation"	"GRINJ-017"	Suppressed	9333919	Suppressed
	"Nevada"	"32"	"Female"	"F"	"Undetermined "	"4"	"Other specified, classifiable Injury"	"GRINJ-018"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Undetermined "	"4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	9333919	Suppressed
	"Nevada"	"32"	"Female"	"F"	"Undetermined "	"4"	"Unspecified Injury"	"GRINJ-020"	16	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Cut/Pierce"	"GRINJ-001"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Fire/Flame"	"GRINJ-004"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Firearm"	"GRINJ-006"	Suppressed	9333919	Suppressed
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other transport"	"GRINJ-012"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Poisoning"	"GRINJ-015"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Struck by or against"	"GRINJ-016"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, classifiable Injury"	"GRINJ-018"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	0	9333919	Unreliable
	"Nevada"	"32"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Unspecified Injury"	"GRINJ-020"	0	9333919	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Cut/Pierce"	"GRINJ-001"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Drowning"	"GRINJ-002"	200	9434827	2.1
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Fall"	"GRINJ-003"	1231	9434827	13.0
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Fire/Flame"	"GRINJ-004"	78	9434827	0.8
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Hot object/Substance"	"GRINJ-005"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Firearm"	"GRINJ-006"	15	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Machinery"	"GRINJ-007"	13	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Motor Vehicle Traffic"	"GRINJ-008"	1600	9434827	17.0
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Other Pedal cyclist"	"GRINJ-009"	23	9434827	0.2
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Other Pedestrian"	"GRINJ-010"	29	9434827	0.3
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Other land transport"	"GRINJ-011"	55	9434827	0.6
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Other transport"	"GRINJ-012"	43	9434827	0.5
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Natural/Environmental"	"GRINJ-013"	382	9434827	4.0
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Overexertion"	"GRINJ-014"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Poisoning"	"GRINJ-015"	3484	9434827	36.9
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Struck by or against"	"GRINJ-016"	26	9434827	0.3
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Suffocation"	"GRINJ-017"	211	9434827	2.2
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Other specified, classifiable Injury"	"GRINJ-018"	59	9434827	0.6
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	61	9434827	0.6
	"Nevada"	"32"	"Male"	"M"	"Unintentional"	"1"	"Unspecified Injury"	"GRINJ-020"	101	9434827	1.1
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	70	9434827	0.7
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	14	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	89	9434827	0.9
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	11	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1996	9434827	21.2
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	15	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	275	9434827	2.9
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	583	9434827	6.2
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	27	9434827	0.3
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Cut/Pierce"	"GRINJ-001"	105	9434827	1.1
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Drowning"	"GRINJ-002"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Fall"	"GRINJ-003"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Fire/Flame"	"GRINJ-004"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Hot object/Substance"	"GRINJ-005"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Firearm"	"GRINJ-006"	797	9434827	8.4
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Other land transport"	"GRINJ-011"	12	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Other transport"	"GRINJ-012"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Poisoning"	"GRINJ-015"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Struck by or against"	"GRINJ-016"	11	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Suffocation"	"GRINJ-017"	17	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	19	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Homicide"	"3"	"Unspecified Injury"	"GRINJ-020"	85	9434827	0.9
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Cut/Pierce"	"GRINJ-001"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Drowning"	"GRINJ-002"	11	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Fall"	"GRINJ-003"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Fire/Flame"	"GRINJ-004"	11	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Hot object/Substance"	"GRINJ-005"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Firearm"	"GRINJ-006"	17	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Other land transport"	"GRINJ-011"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Poisoning"	"GRINJ-015"	66	9434827	0.7
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Struck by or against"	"GRINJ-016"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Suffocation"	"GRINJ-017"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Undetermined "	"4"	"Unspecified Injury"	"GRINJ-020"	31	9434827	0.3
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Cut/Pierce"	"GRINJ-001"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Fire/Flame"	"GRINJ-004"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Firearm"	"GRINJ-006"	68	9434827	0.7
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Other transport"	"GRINJ-012"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Poisoning"	"GRINJ-015"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Struck by or against"	"GRINJ-016"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Other specified, classifiable Injury"	"GRINJ-018"	0	9434827	Unreliable
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	9434827	Suppressed
	"Nevada"	"32"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Unspecified Injury"	"GRINJ-020"	0	9434827	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Cut/Pierce"	"GRINJ-001"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Drowning"	"GRINJ-002"	22	4155034	0.5
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Fall"	"GRINJ-003"	903	4155034	21.7
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Fire/Flame"	"GRINJ-004"	28	4155034	0.7
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Hot object/Substance"	"GRINJ-005"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Firearm"	"GRINJ-006"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Machinery"	"GRINJ-007"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Motor Vehicle Traffic"	"GRINJ-008"	223	4155034	5.4
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Other Pedal cyclist"	"GRINJ-009"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Other Pedestrian"	"GRINJ-010"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Other land transport"	"GRINJ-011"	10	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Other transport"	"GRINJ-012"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Natural/Environmental"	"GRINJ-013"	24	4155034	0.6
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Overexertion"	"GRINJ-014"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Poisoning"	"GRINJ-015"	722	4155034	17.4
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Struck by or against"	"GRINJ-016"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Suffocation"	"GRINJ-017"	67	4155034	1.6
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Other specified, classifiable Injury"	"GRINJ-018"	13	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	16	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Unintentional"	"1"	"Unspecified Injury"	"GRINJ-020"	51	4155034	1.2
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	98	4155034	2.4
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	91	4155034	2.2
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	84	4155034	2.0
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Cut/Pierce"	"GRINJ-001"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Drowning"	"GRINJ-002"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Fall"	"GRINJ-003"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Fire/Flame"	"GRINJ-004"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Hot object/Substance"	"GRINJ-005"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Firearm"	"GRINJ-006"	29	4155034	0.7
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Other land transport"	"GRINJ-011"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Other transport"	"GRINJ-012"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Poisoning"	"GRINJ-015"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Struck by or against"	"GRINJ-016"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Suffocation"	"GRINJ-017"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Other specified, classifiable Injury"	"GRINJ-018"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Homicide"	"3"	"Unspecified Injury"	"GRINJ-020"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Cut/Pierce"	"GRINJ-001"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Drowning"	"GRINJ-002"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Fall"	"GRINJ-003"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Fire/Flame"	"GRINJ-004"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Hot object/Substance"	"GRINJ-005"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Firearm"	"GRINJ-006"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Other land transport"	"GRINJ-011"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Poisoning"	"GRINJ-015"	14	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Struck by or against"	"GRINJ-016"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Suffocation"	"GRINJ-017"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Other specified, classifiable Injury"	"GRINJ-018"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Undetermined "	"4"	"Unspecified Injury"	"GRINJ-020"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Cut/Pierce"	"GRINJ-001"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Fire/Flame"	"GRINJ-004"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Firearm"	"GRINJ-006"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other transport"	"GRINJ-012"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Poisoning"	"GRINJ-015"	Suppressed	4155034	Suppressed
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Struck by or against"	"GRINJ-016"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, classifiable Injury"	"GRINJ-018"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Unspecified Injury"	"GRINJ-020"	0	4155034	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Cut/Pierce"	"GRINJ-001"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Drowning"	"GRINJ-002"	76	4113687	1.8
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Fall"	"GRINJ-003"	792	4113687	19.3
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Fire/Flame"	"GRINJ-004"	27	4113687	0.7
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Hot object/Substance"	"GRINJ-005"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Firearm"	"GRINJ-006"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Machinery"	"GRINJ-007"	16	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Motor Vehicle Traffic"	"GRINJ-008"	546	4113687	13.3
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Other Pedal cyclist"	"GRINJ-009"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Other Pedestrian"	"GRINJ-010"	10	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Other land transport"	"GRINJ-011"	28	4113687	0.7
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Other transport"	"GRINJ-012"	16	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Natural/Environmental"	"GRINJ-013"	42	4113687	1.0
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Overexertion"	"GRINJ-014"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Poisoning"	"GRINJ-015"	1789	4113687	43.5
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Struck by or against"	"GRINJ-016"	26	4113687	0.6
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Suffocation"	"GRINJ-017"	108	4113687	2.6
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Other specified, classifiable Injury"	"GRINJ-018"	32	4113687	0.8
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	26	4113687	0.6
	"New Hampshire"	"33"	"Male"	"M"	"Unintentional"	"1"	"Unspecified Injury"	"GRINJ-020"	56	4113687	1.4
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	31	4113687	0.8
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	12	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	21	4113687	0.5
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	654	4113687	15.9
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	127	4113687	3.1
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	301	4113687	7.3
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Cut/Pierce"	"GRINJ-001"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Drowning"	"GRINJ-002"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Fall"	"GRINJ-003"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Fire/Flame"	"GRINJ-004"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Hot object/Substance"	"GRINJ-005"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Firearm"	"GRINJ-006"	50	4113687	1.2
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Other land transport"	"GRINJ-011"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Other transport"	"GRINJ-012"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Poisoning"	"GRINJ-015"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Struck by or against"	"GRINJ-016"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Suffocation"	"GRINJ-017"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Homicide"	"3"	"Unspecified Injury"	"GRINJ-020"	12	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Undetermined "	"4"	"Cut/Pierce"	"GRINJ-001"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Undetermined "	"4"	"Drowning"	"GRINJ-002"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Undetermined "	"4"	"Fall"	"GRINJ-003"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Undetermined "	"4"	"Fire/Flame"	"GRINJ-004"	Suppressed	4113687	Suppressed
	"New Hampshire"	"33"	"Male"	"M"	"Undetermined "	"4"	"Hot object/Substance"	"GRINJ-005"	0	4113687	Unreliable
	"New Hampshire"	"33"	"Male"	"M"	"Undetermined "	"4"	"Firearm"	"GRINJ-006"	Suppressed	4113687	Suppressed
